Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Honduras,HND,2010,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,24.7
Honduras,HND,2009,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,25.6
Honduras,HND,2008,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,26.6
Honduras,HND,2007,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,27.7
Honduras,HND,2006,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,28.8
Honduras,HND,2005,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,30
Honduras,HND,2004,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,31.4
Honduras,HND,2003,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,32.8
Honduras,HND,2002,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,34.2
Honduras,HND,2001,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,35.8
Honduras,HND,2000,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,37.5
Honduras,HND,1999,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,39.2
Honduras,HND,1998,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,64.2
Honduras,HND,1997,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,42.7
Honduras,HND,1996,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,44.6
Honduras,HND,1995,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,46.5
Honduras,HND,1994,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,48.6
Honduras,HND,1993,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,50.8
Honduras,HND,1992,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,53.1
Honduras,HND,1991,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,55.6
Honduras,HND,1990,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,58.3
Honduras,HND,1989,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,61.2
Honduras,HND,1988,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,64.3
Honduras,HND,1987,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,67.5
Honduras,HND,1986,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,70.9
Honduras,HND,1985,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,74.5
Honduras,HND,1984,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,78.2
Honduras,HND,1983,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,82.1
Honduras,HND,1982,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,86.2
Honduras,HND,1981,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,90.5
Honduras,HND,1980,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,94.9
Honduras,HND,1979,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,99.4
Honduras,HND,1978,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,104.1
Honduras,HND,1977,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,109
Honduras,HND,1976,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,113.9
Honduras,HND,1975,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,119
Honduras,HND,1974,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,148.9
Honduras,HND,1973,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,129.5
Honduras,HND,1972,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,134.9
Honduras,HND,1971,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,140.4
Honduras,HND,1970,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,146
Honduras,HND,1969,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,151.8
Honduras,HND,1968,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,157.6
Honduras,HND,1967,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,163.6
Honduras,HND,1966,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,169.6
Honduras,HND,1965,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,175.7
Honduras,HND,1964,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,182
Honduras,HND,1963,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,188.4
Honduras,HND,1962,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,194.9
Honduras,HND,1961,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,201.5
Honduras,HND,1960,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,208.6
Honduras,HND,2019,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,7.1
Honduras,HND,2012,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,7.1
Honduras,HND,2006,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,8.7
Honduras,HND,2001,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,12.8
Honduras,HND,1996,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,18.2
Honduras,HND,1994,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,16.1
Honduras,HND,1991,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,15
Honduras,HND,1987,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,18.1
Honduras,HND,2019,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,12.7
Honduras,HND,2018,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,14.2
Honduras,HND,2017,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,13.9
Honduras,HND,2016,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,14.6
Honduras,HND,2015,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,13
Honduras,HND,2014,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,13.3
Honduras,HND,2013,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,14.6
Honduras,HND,2012,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,17
Honduras,HND,2011,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,14.3
Honduras,HND,2010,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,13.8
Honduras,HND,2009,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,12.3
Honduras,HND,2008,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,15.2
Honduras,HND,2007,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,15.6
Honduras,HND,2006,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,21.1
Honduras,HND,2005,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,25.1
Honduras,HND,2004,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,25.4
Honduras,HND,2003,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,26.5
Honduras,HND,2002,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,22
Honduras,HND,2001,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,19.8
Honduras,HND,1999,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,24.9
Honduras,HND,1998,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,24.5
Honduras,HND,1997,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,19.6
Honduras,HND,1996,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,28.6
Honduras,HND,1995,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,26.2
Honduras,HND,1994,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,24.3
Honduras,HND,1993,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,21.4
Honduras,HND,1992,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,27
Honduras,HND,1991,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,30.8
Honduras,HND,1990,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,42
Honduras,HND,1989,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,40
Honduras,HND,2022,Population growth (annual %),SP.POP.GROW,1.492118559
Honduras,HND,2021,Population growth (annual %),SP.POP.GROW,1.535139668
Honduras,HND,2020,Population growth (annual %),SP.POP.GROW,1.622836377
Honduras,HND,2019,Population growth (annual %),SP.POP.GROW,1.680696685
Honduras,HND,2018,Population growth (annual %),SP.POP.GROW,1.709728907
Honduras,HND,2017,Population growth (annual %),SP.POP.GROW,1.73985038
Honduras,HND,2016,Population growth (annual %),SP.POP.GROW,1.773336937
Honduras,HND,2015,Population growth (annual %),SP.POP.GROW,1.809362407
Honduras,HND,2014,Population growth (annual %),SP.POP.GROW,1.848619106
Honduras,HND,2013,Population growth (annual %),SP.POP.GROW,1.895959147
Honduras,HND,2012,Population growth (annual %),SP.POP.GROW,1.950842899
Honduras,HND,2011,Population growth (annual %),SP.POP.GROW,2.009868026
Honduras,HND,2010,Population growth (annual %),SP.POP.GROW,2.075977959
Honduras,HND,2009,Population growth (annual %),SP.POP.GROW,2.143364955
Honduras,HND,2008,Population growth (annual %),SP.POP.GROW,2.212898931
Honduras,HND,2007,Population growth (annual %),SP.POP.GROW,2.288113438
Honduras,HND,2006,Population growth (annual %),SP.POP.GROW,2.359210736
Honduras,HND,2005,Population growth (annual %),SP.POP.GROW,2.424600409
Honduras,HND,2004,Population growth (annual %),SP.POP.GROW,2.48929433
Honduras,HND,2003,Population growth (annual %),SP.POP.GROW,2.559212936
Honduras,HND,2002,Population growth (annual %),SP.POP.GROW,2.627514911
Honduras,HND,2001,Population growth (annual %),SP.POP.GROW,2.684734156
Honduras,HND,2000,Population growth (annual %),SP.POP.GROW,2.731383
Honduras,HND,1999,Population growth (annual %),SP.POP.GROW,2.640999639
Honduras,HND,1998,Population growth (annual %),SP.POP.GROW,2.640957063
Honduras,HND,1997,Population growth (annual %),SP.POP.GROW,2.765074644
Honduras,HND,1996,Population growth (annual %),SP.POP.GROW,2.777559084
Honduras,HND,1995,Population growth (annual %),SP.POP.GROW,2.789318515
Honduras,HND,1994,Population growth (annual %),SP.POP.GROW,2.800113882
Honduras,HND,1993,Population growth (annual %),SP.POP.GROW,2.805430252
Honduras,HND,1992,Population growth (annual %),SP.POP.GROW,2.80594686
Honduras,HND,1991,Population growth (annual %),SP.POP.GROW,2.803135812
Honduras,HND,1990,Population growth (annual %),SP.POP.GROW,2.80060965
Honduras,HND,1989,Population growth (annual %),SP.POP.GROW,2.797642988
Honduras,HND,1988,Population growth (annual %),SP.POP.GROW,2.809674407
Honduras,HND,1987,Population growth (annual %),SP.POP.GROW,2.841818207
Honduras,HND,1986,Population growth (annual %),SP.POP.GROW,2.872740541
Honduras,HND,1985,Population growth (annual %),SP.POP.GROW,2.908404809
Honduras,HND,1984,Population growth (annual %),SP.POP.GROW,2.95591495
Honduras,HND,1983,Population growth (annual %),SP.POP.GROW,2.996189871
Honduras,HND,1982,Population growth (annual %),SP.POP.GROW,3.031585844
Honduras,HND,1981,Population growth (annual %),SP.POP.GROW,3.06904995
Honduras,HND,1980,Population growth (annual %),SP.POP.GROW,3.098171305
Honduras,HND,1979,Population growth (annual %),SP.POP.GROW,3.115914904
Honduras,HND,1978,Population growth (annual %),SP.POP.GROW,3.125367909
Honduras,HND,1977,Population growth (annual %),SP.POP.GROW,3.13806753
Honduras,HND,1976,Population growth (annual %),SP.POP.GROW,3.142994235
Honduras,HND,1975,Population growth (annual %),SP.POP.GROW,2.986700063
Honduras,HND,1974,Population growth (annual %),SP.POP.GROW,2.905600171
Honduras,HND,1973,Population growth (annual %),SP.POP.GROW,3.021985375
Honduras,HND,1972,Population growth (annual %),SP.POP.GROW,3.04031885
Honduras,HND,1971,Population growth (annual %),SP.POP.GROW,3.00001933
Honduras,HND,1970,Population growth (annual %),SP.POP.GROW,2.967760173
Honduras,HND,1969,Population growth (annual %),SP.POP.GROW,2.945128524
Honduras,HND,1968,Population growth (annual %),SP.POP.GROW,2.920053
Honduras,HND,1967,Population growth (annual %),SP.POP.GROW,2.906365832
Honduras,HND,1966,Population growth (annual %),SP.POP.GROW,2.913620402
Honduras,HND,1965,Population growth (annual %),SP.POP.GROW,2.911713758
Honduras,HND,1964,Population growth (annual %),SP.POP.GROW,2.902467878
Honduras,HND,1963,Population growth (annual %),SP.POP.GROW,2.901583742
Honduras,HND,1962,Population growth (annual %),SP.POP.GROW,2.898160875
Honduras,HND,1961,Population growth (annual %),SP.POP.GROW,2.906941489
Honduras,HND,2022,"Population, total",SP.POP.TOTL,10432860
Honduras,HND,2021,"Population, total",SP.POP.TOTL,10278345
Honduras,HND,2020,"Population, total",SP.POP.TOTL,10121763
Honduras,HND,2019,"Population, total",SP.POP.TOTL,9958829
Honduras,HND,2018,"Population, total",SP.POP.TOTL,9792850
Honduras,HND,2017,"Population, total",SP.POP.TOTL,9626842
Honduras,HND,2016,"Population, total",SP.POP.TOTL,9460798
Honduras,HND,2015,"Population, total",SP.POP.TOTL,9294505
Honduras,HND,2014,"Population, total",SP.POP.TOTL,9127846
Honduras,HND,2013,"Population, total",SP.POP.TOTL,8960657
Honduras,HND,2012,"Population, total",SP.POP.TOTL,8792367
Honduras,HND,2011,"Population, total",SP.POP.TOTL,8622504
Honduras,HND,2010,"Population, total",SP.POP.TOTL,8450933
Honduras,HND,2009,"Population, total",SP.POP.TOTL,8277302
Honduras,HND,2008,"Population, total",SP.POP.TOTL,8101777
Honduras,HND,2007,"Population, total",SP.POP.TOTL,7924462
Honduras,HND,2006,"Population, total",SP.POP.TOTL,7745200
Honduras,HND,2005,"Population, total",SP.POP.TOTL,7564613
Honduras,HND,2004,"Population, total",SP.POP.TOTL,7383407
Honduras,HND,2003,"Population, total",SP.POP.TOTL,7201881
Honduras,HND,2002,"Population, total",SP.POP.TOTL,7019908
Honduras,HND,2001,"Population, total",SP.POP.TOTL,6837861
Honduras,HND,2000,"Population, total",SP.POP.TOTL,6656725
Honduras,HND,1999,"Population, total",SP.POP.TOTL,6477365
Honduras,HND,1998,"Population, total",SP.POP.TOTL,6308537
Honduras,HND,1997,"Population, total",SP.POP.TOTL,6144112
Honduras,HND,1996,"Population, total",SP.POP.TOTL,5976550
Honduras,HND,1995,"Population, total",SP.POP.TOTL,5812832
Honduras,HND,1994,"Population, total",SP.POP.TOTL,5652934
Honduras,HND,1993,"Population, total",SP.POP.TOTL,5496841
Honduras,HND,1992,"Population, total",SP.POP.TOTL,5344774
Honduras,HND,1991,"Population, total",SP.POP.TOTL,5196887
Honduras,HND,1990,"Population, total",SP.POP.TOTL,5053234
Honduras,HND,1989,"Population, total",SP.POP.TOTL,4913676
Honduras,HND,1988,"Population, total",SP.POP.TOTL,4778114
Honduras,HND,1987,"Population, total",SP.POP.TOTL,4645733
Honduras,HND,1986,"Population, total",SP.POP.TOTL,4515568
Honduras,HND,1985,"Population, total",SP.POP.TOTL,4387693
Honduras,HND,1984,"Population, total",SP.POP.TOTL,4261919
Honduras,HND,1983,"Population, total",SP.POP.TOTL,4137784
Honduras,HND,1982,"Population, total",SP.POP.TOTL,4015647
Honduras,HND,1981,"Population, total",SP.POP.TOTL,3895736
Honduras,HND,1980,"Population, total",SP.POP.TOTL,3777990
Honduras,HND,1979,"Population, total",SP.POP.TOTL,3662736
Honduras,HND,1978,"Population, total",SP.POP.TOTL,3550368
Honduras,HND,1977,"Population, total",SP.POP.TOTL,3441122
Honduras,HND,1976,"Population, total",SP.POP.TOTL,3334814
Honduras,HND,1975,"Population, total",SP.POP.TOTL,3231631
Honduras,HND,1974,"Population, total",SP.POP.TOTL,3136539
Honduras,HND,1973,"Population, total",SP.POP.TOTL,3046715
Honduras,HND,1972,"Population, total",SP.POP.TOTL,2956021
Honduras,HND,1971,"Population, total",SP.POP.TOTL,2867501
Honduras,HND,1970,"Population, total",SP.POP.TOTL,2782753
Honduras,HND,1969,"Population, total",SP.POP.TOTL,2701381
Honduras,HND,1968,"Population, total",SP.POP.TOTL,2622982
Honduras,HND,1967,"Population, total",SP.POP.TOTL,2547497
Honduras,HND,1966,"Population, total",SP.POP.TOTL,2474523
Honduras,HND,1965,"Population, total",SP.POP.TOTL,2403465
Honduras,HND,1964,"Population, total",SP.POP.TOTL,2334492
Honduras,HND,1963,"Population, total",SP.POP.TOTL,2267708
Honduras,HND,1962,"Population, total",SP.POP.TOTL,2202854
Honduras,HND,1961,"Population, total",SP.POP.TOTL,2139928
Honduras,HND,1960,"Population, total",SP.POP.TOTL,2078617
Honduras,HND,2022,Urban population growth (annual %),SP.URB.GROW,2.534459169
Honduras,HND,2021,Urban population growth (annual %),SP.URB.GROW,2.596999092
Honduras,HND,2020,Urban population growth (annual %),SP.URB.GROW,2.7065036
Honduras,HND,2019,Urban population growth (annual %),SP.URB.GROW,2.784981233
Honduras,HND,2018,Urban population growth (annual %),SP.URB.GROW,2.835216397
Honduras,HND,2017,Urban population growth (annual %),SP.URB.GROW,2.887097406
Honduras,HND,2016,Urban population growth (annual %),SP.URB.GROW,2.941139499
Honduras,HND,2015,Urban population growth (annual %),SP.URB.GROW,2.99648243
Honduras,HND,2014,Urban population growth (annual %),SP.URB.GROW,3.05927203
Honduras,HND,2013,Urban population growth (annual %),SP.URB.GROW,3.121464789
Honduras,HND,2012,Urban population growth (annual %),SP.URB.GROW,3.197257819
Honduras,HND,2011,Urban population growth (annual %),SP.URB.GROW,3.270067592
Honduras,HND,2010,Urban population growth (annual %),SP.URB.GROW,3.356189879
Honduras,HND,2009,Urban population growth (annual %),SP.URB.GROW,3.438183397
Honduras,HND,2008,Urban population growth (annual %),SP.URB.GROW,3.528725238
Honduras,HND,2007,Urban population growth (annual %),SP.URB.GROW,3.619448513
Honduras,HND,2006,Urban population growth (annual %),SP.URB.GROW,3.708523536
Honduras,HND,2005,Urban population growth (annual %),SP.URB.GROW,3.788189758
Honduras,HND,2004,Urban population growth (annual %),SP.URB.GROW,3.875947911
Honduras,HND,2003,Urban population growth (annual %),SP.URB.GROW,3.958940577
Honduras,HND,2002,Urban population growth (annual %),SP.URB.GROW,4.023187862
Honduras,HND,2001,Urban population growth (annual %),SP.URB.GROW,3.791688008
Honduras,HND,2000,Urban population growth (annual %),SP.URB.GROW,3.850742167
Honduras,HND,1999,Urban population growth (annual %),SP.URB.GROW,3.770789972
Honduras,HND,1998,Urban population growth (annual %),SP.URB.GROW,3.779062908
Honduras,HND,1997,Urban population growth (annual %),SP.URB.GROW,3.914022658
Honduras,HND,1996,Urban population growth (annual %),SP.URB.GROW,3.937535859
Honduras,HND,1995,Urban population growth (annual %),SP.URB.GROW,3.960519658
Honduras,HND,1994,Urban population growth (annual %),SP.URB.GROW,3.980458738
Honduras,HND,1993,Urban population growth (annual %),SP.URB.GROW,3.992618501
Honduras,HND,1992,Urban population growth (annual %),SP.URB.GROW,4.007412568
Honduras,HND,1991,Urban population growth (annual %),SP.URB.GROW,4.014276453
Honduras,HND,1990,Urban population growth (annual %),SP.URB.GROW,4.021562328
Honduras,HND,1989,Urban population growth (annual %),SP.URB.GROW,4.026105815
Honduras,HND,1988,Urban population growth (annual %),SP.URB.GROW,4.27421919
Honduras,HND,1987,Urban population growth (annual %),SP.URB.GROW,4.364603334
Honduras,HND,1986,Urban population growth (annual %),SP.URB.GROW,4.40854762
Honduras,HND,1985,Urban population growth (annual %),SP.URB.GROW,4.457377309
Honduras,HND,1984,Urban population growth (annual %),SP.URB.GROW,4.523803835
Honduras,HND,1983,Urban population growth (annual %),SP.URB.GROW,4.575100118
Honduras,HND,1982,Urban population growth (annual %),SP.URB.GROW,4.624622105
Honduras,HND,1981,Urban population growth (annual %),SP.URB.GROW,4.676371948
Honduras,HND,1980,Urban population growth (annual %),SP.URB.GROW,4.720085253
Honduras,HND,1979,Urban population growth (annual %),SP.URB.GROW,4.752728269
Honduras,HND,1978,Urban population growth (annual %),SP.URB.GROW,4.774287079
Honduras,HND,1977,Urban population growth (annual %),SP.URB.GROW,4.799408075
Honduras,HND,1976,Urban population growth (annual %),SP.URB.GROW,4.819906335
Honduras,HND,1975,Urban population growth (annual %),SP.URB.GROW,4.679553155
Honduras,HND,1974,Urban population growth (annual %),SP.URB.GROW,4.956861413
Honduras,HND,1973,Urban population growth (annual %),SP.URB.GROW,5.25826746
Honduras,HND,1972,Urban population growth (annual %),SP.URB.GROW,5.30409299
Honduras,HND,1971,Urban population growth (annual %),SP.URB.GROW,5.281581273
Honduras,HND,1970,Urban population growth (annual %),SP.URB.GROW,5.270707975
Honduras,HND,1969,Urban population growth (annual %),SP.URB.GROW,5.266158687
Honduras,HND,1968,Urban population growth (annual %),SP.URB.GROW,5.270213261
Honduras,HND,1967,Urban population growth (annual %),SP.URB.GROW,5.271395258
Honduras,HND,1966,Urban population growth (annual %),SP.URB.GROW,5.30077874
Honduras,HND,1965,Urban population growth (annual %),SP.URB.GROW,5.313628374
Honduras,HND,1964,Urban population growth (annual %),SP.URB.GROW,5.334768772
Honduras,HND,1963,Urban population growth (annual %),SP.URB.GROW,5.344262344
Honduras,HND,1962,Urban population growth (annual %),SP.URB.GROW,5.363509559
Honduras,HND,1961,Urban population growth (annual %),SP.URB.GROW,5.38609361
Honduras,HND,2022,Urban population,SP.URB.TOTL,6217985
Honduras,HND,2021,Urban population,SP.URB.TOTL,6062373
Honduras,HND,2020,Urban population,SP.URB.TOTL,5906960
Honduras,HND,2019,Urban population,SP.URB.TOTL,5749232
Honduras,HND,2018,Urban population,SP.URB.TOTL,5591326
Honduras,HND,2017,Urban population,SP.URB.TOTL,5435026
Honduras,HND,2016,Urban population,SP.URB.TOTL,5280355
Honduras,HND,2015,Urban population,SP.URB.TOTL,5127314
Honduras,HND,2014,Urban population,SP.URB.TOTL,4975954
Honduras,HND,2013,Urban population,SP.URB.TOTL,4826031
Honduras,HND,2012,Urban population,SP.URB.TOTL,4677715
Honduras,HND,2011,Urban population,SP.URB.TOTL,4530522
Honduras,HND,2010,Urban population,SP.URB.TOTL,4384767
Honduras,HND,2009,Urban population,SP.URB.TOTL,4240048
Honduras,HND,2008,Urban population,SP.URB.TOTL,4096745
Honduras,HND,2007,Urban population,SP.URB.TOTL,3954703
Honduras,HND,2006,Urban population,SP.URB.TOTL,3814124
Honduras,HND,2005,Urban population,SP.URB.TOTL,3675267
Honduras,HND,2004,Urban population,SP.URB.TOTL,3538645
Honduras,HND,2003,Urban population,SP.URB.TOTL,3404113
Honduras,HND,2002,Urban population,SP.URB.TOTL,3271979
Honduras,HND,2001,Urban population,SP.URB.TOTL,3142954
Honduras,HND,2000,Urban population,SP.URB.TOTL,3026014
Honduras,HND,1999,Urban population,SP.URB.TOTL,2911705
Honduras,HND,1998,Urban population,SP.URB.TOTL,2803955
Honduras,HND,1997,Urban population,SP.URB.TOTL,2699969
Honduras,HND,1996,Urban population,SP.URB.TOTL,2596333
Honduras,HND,1995,Urban population,SP.URB.TOTL,2496088
Honduras,HND,1994,Urban population,SP.URB.TOTL,2399162
Honduras,HND,1993,Urban population,SP.URB.TOTL,2305540
Honduras,HND,1992,Urban population,SP.URB.TOTL,2215302
Honduras,HND,1991,Urban population,SP.URB.TOTL,2128281
Honduras,HND,1990,Urban population,SP.URB.TOTL,2044538
Honduras,HND,1989,Urban population,SP.URB.TOTL,1963947
Honduras,HND,1988,Urban population,SP.URB.TOTL,1886447
Honduras,HND,1987,Urban population,SP.URB.TOTL,1807515
Honduras,HND,1986,Urban population,SP.URB.TOTL,1730321
Honduras,HND,1985,Urban population,SP.URB.TOTL,1655696
Honduras,HND,1984,Urban population,SP.URB.TOTL,1583516
Honduras,HND,1983,Urban population,SP.URB.TOTL,1513477
Honduras,HND,1982,Urban population,SP.URB.TOTL,1445794
Honduras,HND,1981,Urban population,SP.URB.TOTL,1380454
Honduras,HND,1980,Urban population,SP.URB.TOTL,1317385
Honduras,HND,1979,Urban population,SP.URB.TOTL,1256648
Honduras,HND,1978,Urban population,SP.URB.TOTL,1198320
Honduras,HND,1977,Urban population,SP.URB.TOTL,1142453
Honduras,HND,1976,Urban population,SP.URB.TOTL,1088917
Honduras,HND,1975,Urban population,SP.URB.TOTL,1037677
Honduras,HND,1974,Urban population,SP.URB.TOTL,990237
Honduras,HND,1973,Urban population,SP.URB.TOTL,942349
Honduras,HND,1972,Urban population,SP.URB.TOTL,894078
Honduras,HND,1971,Urban population,SP.URB.TOTL,847891
Honduras,HND,1970,Urban population,SP.URB.TOTL,804271
Honduras,HND,1969,Urban population,SP.URB.TOTL,762978
Honduras,HND,1968,Urban population,SP.URB.TOTL,723838
Honduras,HND,1967,Urban population,SP.URB.TOTL,686678
Honduras,HND,1966,Urban population,SP.URB.TOTL,651418
Honduras,HND,1965,Urban population,SP.URB.TOTL,617787
Honduras,HND,1964,Urban population,SP.URB.TOTL,585817
Honduras,HND,1963,Urban population,SP.URB.TOTL,555384
Honduras,HND,1962,Urban population,SP.URB.TOTL,526482
Honduras,HND,1961,Urban population,SP.URB.TOTL,498988
Honduras,HND,1960,Urban population,SP.URB.TOTL,472823
Honduras,HND,2022,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.6
Honduras,HND,2021,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.982
Honduras,HND,2020,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.359
Honduras,HND,2019,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.73
Honduras,HND,2018,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.096
Honduras,HND,2017,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.457
Honduras,HND,2016,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.813
Honduras,HND,2015,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.165
Honduras,HND,2014,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.514
Honduras,HND,2013,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.858
Honduras,HND,2012,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.202
Honduras,HND,2011,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.543
Honduras,HND,2010,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.885
Honduras,HND,2009,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.225
Honduras,HND,2008,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.566
Honduras,HND,2007,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.905
Honduras,HND,2006,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.245
Honduras,HND,2005,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.585
Honduras,HND,2004,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.927
